,time_elapsed,A0,A1,Relay_Val
0,4756,2.458806276321411,2.4601471424102783,0
1,18477,2.459043025970459,2.460462808609009,0
2,37580,2.4618823528289795,2.4633021354675293,0
3,56290,2.462197780609131,2.463381052017212,0
4,64748,2.461409091949463,2.4601471424102783,0
5,75002,2.4588851928710938,2.460462808609009,0
6,86335,2.4591219425201416,2.4605414867401123,0
7,97167,2.4587275981903076,2.460226058959961,0
8,103687,2.4584908485412598,2.4600682258605957,0
9,115831,2.458648681640625,2.459831714630127,0
10,123488,2.461566925048828,2.4630653858184814,0
11,136166,2.4609358310699463,2.459831714630127,0
12,146580,2.461803436279297,2.4629077911376953,0
13,154451,2.460462808609009,2.459200620651245,0
14,165835,2.461803436279297,2.4633021354675293,0
15,175090,2.458254337310791,2.4599106311798096,0
16,184293,2.458411931991577,2.4600682258605957,0
17,193894,2.4583330154418945,2.459989547729492,0
18,205057,2.4588851928710938,2.4601471424102783,0
19,215770,2.458806276321411,2.459989547729492,0
20,225283,2.4618823528289795,2.4618823528289795,0
21,234341,2.4618823528289795,2.4632232189178467,0
22,243386,2.4617247581481934,2.4614880084991455,0
23,255488,2.4617247581481934,2.4633021354675293,0
24,264876,2.4599106311798096,2.4629077911376953,0
25,273785,2.4585697650909424,2.459831714630127,0
26,284255,2.4584908485412598,2.459989547729492,0
27,293209,2.4583330154418945,2.4597527980804443,0
28,303816,2.4583330154418945,2.459595203399658,0
29,317066,2.4554147720336914,2.456282377243042,0
30,325138,2.4614880084991455,2.462986707687378,0
31,335892,2.4577810764312744,2.4622766971588135,0
32,344691,2.4617247581481934,2.4630653858184814,0
33,355516,2.461409091949463,2.4629077911376953,0
34,367202,2.4616458415985107,2.463381052017212,0
35,374389,2.458411931991577,2.459989547729492,0
36,383881,2.458648681640625,2.459831714630127,0
37,395002,2.458411931991577,2.4597527980804443,0
38,405562,2.4584908485412598,2.458806276321411,0
39,414161,2.4584908485412598,2.4600682258605957,0
40,424585,2.4605414867401123,2.459043025970459,0
41,434548,2.4616458415985107,2.463144302368164,0
42,444938,2.4612514972686768,2.463381052017212,0
43,455137,2.461803436279297,2.463144302368164,0
44,465364,2.461961269378662,2.4633021354675293,0
45,474573,2.458806276321411,2.4601471424102783,0
46,486272,2.4587275981903076,2.4603049755096436,0
