,time_elapsed,timestamp,A0,A1,Relay_Val,VoltageDiff
62,620854,1404318861385,0.0,0.0,0,0.0
63,631948,1404318872479,0.0,0.0,0,0.0
64,641377,1404318881908,0.0,0.0,0,0.0
65,651972,1404318892503,0.0,0.0,0,0.0
66,662860,1404318903391,0.0,0.0,0,0.0
67,670790,1404318911321,0.0,0.0,0,0.0
68,681138,1404318921669,0.0,0.0,0,0.0
69,692226,1404318932757,0.0,0.0,0,0.0
70,700858,1404318941389,0.0,0.0,0,0.0
71,711397,1404318951928,0.0,0.0,0,0.0
72,722194,1404318962725,0.0,0.0,0,0.0
73,731648,1404318972179,0.0,0.0,0,0.0
74,741107,1404318981638,0.0,0.0,0,0.0
75,751088,1404318991619,0.0,0.0,0,0.0
76,761019,1404319001550,0.0,0.0,0,0.0
77,770915,1404319011446,0.0,0.0,0,0.0
78,781063,1404319021594,0.0,0.0,0,0.0
79,792191,1404319032722,0.0,0.0,0,0.0
80,802294,1404319042825,0.0,0.0,0,0.0
81,811479,1404319052010,0.0,0.0,0,0.0
82,821051,1404319061582,0.0,0.0,0,0.0
83,830822,1404319071353,0.0,0.0,0,0.0
84,842139,1404319082670,0.0,0.0,0,0.0
85,852301,1404319092832,0.0,0.0,0,0.0
86,861273,1404319101804,0.0,0.0,0,0.0
87,872221,1404319112752,0.0,0.0,0,0.0
88,880801,1404319121332,0.0,0.0,0,0.0
89,892232,1404319132763,0.0,0.0,0,0.0
90,901546,1404319142077,0.0,0.0,0,0.0
91,910549,1404319151080,0.0,0.0,0,0.0
92,921723,1404319162254,0.0,0.0,0,0.0
93,930786,1404319171317,0.0,0.0,0,0.0
94,941595,1404319182126,0.0,0.0,0,0.0
95,952068,1404319192599,0.0,0.0,0,0.0
96,960969,1404319201500,0.0,0.0,0,0.0
97,971615,1404319212146,0.0,0.0,0,0.0
98,982092,1404319222623,0.0,0.0,0,0.0
99,990933,1404319231464,0.0,0.0,0,0.0
100,1002857,1404319243388,0.0,0.0,0,0.0
101,1011191,1404319251722,0.0,0.0,0,0.0
102,1020983,1404319261514,0.0,0.0,0,0.0
103,1030844,1404319271375,0.0,0.0,0,0.0
104,1041628,1404319282159,0.0,0.0,0,0.0
105,1052455,1404319292986,0.0,0.0,0,0.0
106,1060293,1404319300824,0.0,0.0,0,0.0
107,1072860,1404319313391,0.0,0.0,0,0.0
108,1081991,1404319322522,0.0,0.0,0,0.0
109,1092283,1404319332814,0.0,0.0,0,0.0
110,1101380,1404319341911,0.0,0.0,0,0.0
111,1110572,1404319351103,0.0,0.0,0,0.0
112,1122312,1404319362843,0.0,0.0,0,0.0
113,1132406,1404319372937,0.0,0.0,0,0.0
114,1141250,1404319381781,0.0,0.0,0,0.0
115,1150940,1404319391471,0.0,0.0,0,0.0
116,1162466,1404319402997,0.0,0.0,0,0.0
117,1173032,1404319413563,0.0,0.0,0,0.0
118,1182107,1404319422638,0.0,0.0,0,0.0
119,1192021,1404319432552,0.0,0.0,0,0.0
120,1201111,1404319441642,0.0,0.0,0,0.0
121,1211362,1404319451893,0.0,0.0,0,0.0
122,1222504,1404319463035,0.0,0.0,0,0.0
123,1232436,1404319472967,0.0,0.0,0,0.0
124,1240667,1404319481198,0.0,0.0,0,0.0
125,1252571,1404319493102,0.0,0.0,0,0.0
126,1261938,1404319502469,0.0,0.0,0,0.0
127,1272281,1404319512812,0.0,0.0,0,0.0
128,1280666,1404319521197,0.0,0.0,0,0.0
129,1291293,1404319531824,0.0,0.0,0,0.0
130,1302500,1404319543031,0.0,0.0,0,0.0
131,1312113,1404319552644,0.0,0.0,0,0.0
132,1322641,1404319563172,0.0,0.0,0,0.0
133,1331069,1404319571600,0.0,0.0,0,0.0
134,1342067,1404319582598,0.0,0.0,0,0.0
135,1351429,1404319591960,0.0,0.0,0,0.0
136,1362311,1404319602842,0.0,0.0,0,0.0
137,1372356,1404319612887,0.0,0.0,0,0.0
138,1381025,1404319621556,0.0,0.0,0,0.0
139,1390810,1404319631341,0.0,0.0,0,0.0
140,1400723,1404319641254,0.0,0.0,0,0.0
141,1411649,1404319652180,0.0,0.0,0,0.0
142,1422312,1404319662843,0.0,0.0,0,0.0
143,1431209,1404319671740,0.0,0.0,0,0.0
144,1442322,1404319682853,0.0,0.0,0,0.0
145,1451225,1404319691756,0.0,0.0,0,0.0
146,1461970,1404319702501,0.0,0.0,0,0.0
147,1471640,1404319712171,0.0,0.0,0,0.0
148,1482139,1404319722670,0.0,0.0,0,0.0
149,1491879,1404319732410,0.0,0.0,0,0.0
150,1502604,1404319743135,0.0,0.0,0,0.0
151,1511989,1404319752520,0.0,0.0,0,0.0
152,1521498,1404319762029,0.0,0.0,0,0.0
153,1532226,1404319772757,0.0,0.0,0,0.0
154,1541476,1404319782007,0.0,0.0,0,0.0
155,1552316,1404319792847,0.0,0.0,0,0.0
156,1561232,1404319801763,0.0,0.0,0,0.0
157,1571313,1404319811844,0.0,0.0,0,0.0
158,1582160,1404319822691,0.0,0.0,0,0.0
159,1591575,1404319832106,0.0,0.0,0,0.0
160,1601000,1404319841531,0.0,0.0,0,0.0
161,1610675,1404319851206,0.0,0.0,0,0.0
162,1622135,1404319862666,0.0,0.0,0,0.0
163,1631736,1404319872267,0.0,0.0,0,0.0
164,1641050,1404319881581,0.0,0.0,0,0.0
165,1650662,1404319891193,0.0,0.0,0,0.0
166,1661199,1404319901730,0.0,0.0,0,0.0
167,1670542,1404319911073,0.0,0.0,0,0.0
168,1680786,1404319921317,0.0,0.0,0,0.0
169,1692381,1404319932912,0.0,0.0,0,0.0
170,1702405,1404319942936,0.0,0.0,0,0.0
171,1711302,1404319951833,0.0,0.0,0,0.0
172,1723351,1404319963882,0.0,0.0,0,0.0
173,1731974,1404319972505,0.0,0.0,0,0.0
174,1741287,1404319981818,0.0,0.0,0,0.0
175,1752272,1404319992803,0.0,0.0,0,0.0
176,1761284,1404320001815,0.0,0.0,0,0.0
177,1772065,1404320012596,0.0,0.0,0,0.0
178,1780795,1404320021326,0.0,0.0,0,0.0
179,1792329,1404320032860,0.0,0.0,0,0.0
180,1801252,1404320041783,0.0,0.0,0,0.0
181,1811844,1404320052375,0.0,0.0,0,0.0
182,1820403,1404320060934,0.0,0.0,0,0.0
183,1831324,1404320071855,0.0,0.0,0,0.0
184,1842377,1404320082908,0.0,0.0,0,0.0
185,1850719,1404320091250,0.0,0.0,0,0.0
186,1862307,1404320102838,0.0,0.0,0,0.0
187,1870534,1404320111065,0.0,0.0,0,0.0
188,1881911,1404320122442,0.0,0.0,0,0.0
189,1891507,1404320132038,0.0,0.0,0,0.0
190,1902177,1404320142708,0.0,0.0,0,0.0
191,1911728,1404320152259,0.0,0.0,0,0.0
192,1920753,1404320161284,0.0,0.0,0,0.0
193,1932306,1404320172837,0.0,0.0,0,0.0
194,1942586,1404320183117,0.0,0.0,0,0.0
195,1952562,1404320193093,0.0,0.0,0,0.0
196,1962497,1404320203028,0.0,0.0,0,0.0
197,1970615,1404320211146,0.0,0.0,0,0.0
198,1982000,1404320222531,0.0,0.0,0,0.0
199,1992772,1404320233303,0.0,0.0,0,0.0
200,2000630,1404320241161,0.0,0.0,0,0.0
201,2010649,1404320251180,0.0,0.0,0,0.0
202,2021001,1404320261532,0.0,0.0,0,0.0
203,2032861,1404320273392,0.0,0.0,0,0.0
204,2042876,1404320283407,0.0,0.0,0,0.0
205,2052561,1404320293092,0.0,0.0,0,0.0
206,2061960,1404320302491,0.0,0.0,0,0.0
207,2070837,1404320311368,0.0,0.0,0,0.0
208,2082219,1404320322750,0.0,0.0,0,0.0
209,2092667,1404320333198,0.0,0.0,0,0.0
210,2100716,1404320341247,0.0,0.0,0,0.0
211,2110975,1404320351506,0.0,0.0,0,0.0
212,2122602,1404320363133,0.0,0.0,0,0.0
213,2132387,1404320372918,0.0,0.0,0,0.0
214,2141239,1404320381770,0.0,0.0,0,0.0
215,2152441,1404320392972,0.0,0.0,0,0.0
216,2161007,1404320401538,0.0,0.0,0,0.0
217,2171375,1404320411906,0.0,0.0,0,0.0
218,2180824,1404320421355,0.0,0.0,0,0.0
219,2190761,1404320431292,0.0,0.0,0,0.0
220,2201022,1404320441553,0.0,0.0,0,0.0
221,2211272,1404320451803,0.0,0.0,0,0.0
222,2221249,1404320461780,0.0,0.0,0,0.0
223,2232391,1404320472922,0.0,0.0,0,0.0
224,2242385,1404320482916,0.0,0.0,0,0.0
225,2252381,1404320492912,0.0,0.0,0,0.0
226,2261335,1404320501866,0.0,0.0,0,0.0
227,2272550,1404320513081,0.0,0.0,0,0.0
228,2282382,1404320522913,0.0,0.0,0,0.0
229,2292446,1404320532977,0.0,0.0,0,0.0
230,2302544,1404320543075,0.0,0.0,0,0.0
231,2312564,1404320553095,0.0,0.0,0,0.0
232,2321230,1404320561761,0.0,0.0,0,0.0
233,2330739,1404320571270,0.0,0.0,0,0.0
234,2340876,1404320581407,0.0,0.0,0,0.0
235,2352682,1404320593213,0.0,0.0,0,0.0
236,2362669,1404320603200,0.0,0.0,0,0.0
237,2371074,1404320611605,0.0,0.0,0,0.0
238,2381289,1404320621820,0.0,0.0,0,0.0
239,2392392,1404320632923,0.0,0.0,0,0.0
240,2402248,1404320642779,0.0,0.0,0,0.0
241,2411177,1404320651708,0.0,0.0,0,0.0
242,2421067,1404320661598,0.0,0.0,0,0.0
243,2431222,1404320671753,0.0,0.0,0,0.0
244,2442360,1404320682891,0.0,0.0,0,0.0
245,2450721,1404320691252,0.0,0.0,0,0.0
246,2461882,1404320702413,0.0,0.0,0,0.0
247,2472569,1404320713100,0.0,0.0,0,0.0
248,2482273,1404320722804,0.0,0.0,0,0.0
249,2492469,1404320733000,0.0,0.0,0,0.0
250,2500544,1404320741075,0.0,0.0,0,0.0
251,2510715,1404320751246,0.0,0.0,0,0.0
252,2520746,1404320761277,0.0,0.0,0,0.0
253,2530838,1404320771369,0.0,0.0,0,0.0
254,2541072,1404320781603,0.0,0.0,0,0.0
255,2550788,1404320791319,0.0,0.0,0,0.0
256,2561238,1404320801769,0.0,0.0,0,0.0
257,2571194,1404320811725,0.0,0.0,0,0.0
258,2582690,1404320823221,0.0,0.0,0,0.0
259,2590927,1404320831458,0.0,0.0,0,0.0
260,2601220,1404320841751,0.0,0.0,0,0.0
261,2610970,1404320851501,0.0,0.0,0,0.0
262,2621548,1404320862079,0.0,0.0,0,0.0
263,2632266,1404320872797,0.0,0.0,0,0.0
264,2640847,1404320881378,0.0,0.0,0,0.0
265,2650963,1404320891494,0.0,0.0,0,0.0
266,2661840,1404320902371,0.0,0.0,0,0.0
267,2670829,1404320911360,0.0,0.0,0,0.0
268,2681166,1404320921697,0.0,0.0,0,0.0
269,2692408,1404320932939,0.0,0.0,0,0.0
270,2701076,1404320941607,0.0,0.0,0,0.0
271,2711404,1404320951935,0.0,0.0,0,0.0
272,2720577,1404320961108,0.0,0.0,0,0.0
273,2730837,1404320971368,0.0,0.0,0,0.0
274,2741462,1404320981993,0.0,0.0,0,0.0
275,2752040,1404320992571,0.0,0.0,0,0.0
276,2761087,1404321001618,0.0,0.0,0,0.0
277,2771139,1404321011670,0.0,0.0,0,0.0
278,2781007,1404321021538,0.0,0.0,0,0.0
279,2790855,1404321031386,0.0,0.0,0,0.0
280,2800530,1404321041061,0.0,0.0,0,0.0
281,2810804,1404321051335,0.0,0.0,0,0.0
282,2820829,1404321061360,0.0,0.0,0,0.0
283,2830823,1404321071354,0.0,0.0,0,0.0
284,2840835,1404321081366,0.0,0.0,0,0.0
285,2852429,1404321092960,0.0,0.0,0,0.0
286,2862645,1404321103176,0.0,0.0,0,0.0
287,2871976,1404321112507,0.0,0.0,0,0.0
288,2880825,1404321121356,0.0,0.0,0,0.0
289,2892454,1404321132985,0.0,0.0,0,0.0
290,2901148,1404321141679,0.0,0.0,0,0.0
291,2911052,1404321151583,0.0,0.0,0,0.0
292,2921303,1404321161834,0.0,0.0,0,0.0
293,2931047,1404321171578,0.0,0.0,0,0.0
294,2940933,1404321181464,0.0,0.0,0,0.0
295,2950394,1404321190925,0.0,0.0,0,0.0
296,2960730,1404321201261,0.0,0.0,0,0.0
297,2972480,1404321213011,0.0,0.0,0,0.0
298,2982076,1404321222607,0.0,0.0,0,0.0
299,2992417,1404321232948,0.0,0.0,0,0.0
300,3001141,1404321241672,0.0,0.0,0,0.0
301,3010983,1404321251514,0.0,0.0,0,0.0
302,3021507,1404321262038,0.0,0.0,0,0.0
303,3031452,1404321271983,0.0,0.0,0,0.0
304,3041923,1404321282454,0.0,0.0,0,0.0
305,3050750,1404321291281,0.0,0.0,0,0.0
306,3062017,1404321302548,0.0,0.0,0,0.0
307,3071536,1404321312067,0.0,0.0,0,0.0
308,3080851,1404321321382,0.0,0.0,0,0.0
309,3090916,1404321331447,0.0,0.0,0,0.0
310,3102259,1404321342790,0.0,0.0,0,0.0
311,3111671,1404321352202,0.0,0.0,0,0.0
312,3120975,1404321361506,0.0,0.0,0,0.0
313,3132610,1404321373141,0.0,0.0,0,0.0
314,3141566,1404321382097,0.0,0.0,0,0.0
315,3150995,1404321391526,0.0,0.0,0,0.0
316,3160803,1404321401334,0.0,0.0,0,0.0
317,3170674,1404321411205,0.0,0.0,0,0.0
318,3181909,1404321422440,0.0,0.0,0,0.0
319,3191337,1404321431868,0.0,0.0,0,0.0
320,3201100,1404321441631,0.0,0.0,0,0.0
321,3210747,1404321451278,0.0,0.0,0,0.0
322,3220603,1404321461134,0.0,0.0,0,0.0
323,3230422,1404321470953,0.0,0.0,0,0.0
324,3240844,1404321481375,0.0,0.0,0,0.0
325,3250667,1404321491198,0.0,0.0,0,0.0
326,3261858,1404321502389,0.0,0.0,0,0.0
327,3270840,1404321511371,0.0,0.0,0,0.0
328,3280721,1404321521252,0.0,0.0,0,0.0
329,3291492,1404321532023,0.0,0.0,0,0.0
330,3302443,1404321542974,0.0,0.0,0,0.0
331,3311957,1404321552488,0.0,0.0,0,0.0
332,3321209,1404321561740,0.0,0.0,0,0.0
333,3332793,1404321573324,0.0,0.0,0,0.0
334,3341128,1404321581659,0.0,0.0,0,0.0
335,3351694,1404321592225,0.0,0.0,0,0.0
336,3362491,1404321603022,0.0,0.0,0,0.0
337,3372575,1404321613106,0.0,0.0,0,0.0
338,3380842,1404321621373,0.0,0.0,0,0.0
339,3391015,1404321631546,0.0,0.0,0,0.0
340,3402139,1404321642670,0.0,0.0,0,0.0
341,3413274,1404321653805,0.0,0.0,0,0.0
342,3422149,1404321662680,0.0,0.0,0,0.0
343,3432125,1404321672656,0.0,0.0,0,0.0
344,3441585,1404321682116,0.0,0.0,0,0.0
345,3452517,1404321693048,0.0,0.0,0,0.0
346,3462406,1404321702937,0.0,0.0,0,0.0
347,3472857,1404321713388,0.0,0.0,0,0.0
348,3480944,1404321721475,0.0,0.0,0,0.0
349,3492508,1404321733039,0.0,0.0,0,0.0
350,3500436,1404321740967,0.0,0.0,0,0.0
351,3511227,1404321751758,0.0,0.0,0,0.0
352,3522575,1404321763106,0.0,0.0,0,0.0
353,3531235,1404321771766,0.0,0.0,0,0.0
354,3542049,1404321782580,0.0,0.0,0,0.0
355,3552596,1404321793127,0.0,0.0,0,0.0
356,3561876,1404321802407,0.0,0.0,0,0.0
357,3573938,1404321814469,0.0,0.0,0,0.0
358,3580666,1404321821197,0.0,0.0,0,0.0
359,3591812,1404321832343,0.0,0.0,0,0.0
360,3600929,1404321841460,0.0,0.0,0,0.0
361,3612417,1404321852948,0.0,0.0,0,0.0
362,3622329,1404321862860,0.0,0.0,0,0.0
363,3632269,1404321872800,0.0,0.0,0,0.0
364,3641057,1404321881588,0.0,0.0,0,0.0
365,3651130,1404321891661,0.0,0.0,0,0.0
366,3661161,1404321901692,0.0,0.0,0,0.0
367,3672097,1404321912628,0.0,0.0,0,0.0
368,3680580,1404321921111,0.0,0.0,0,0.0
369,3691566,1404321932097,0.0,0.0,0,0.0
370,3702794,1404321943325,0.0,0.0,0,0.0
371,3711475,1404321952006,0.0,0.0,0,0.0
372,3723212,1404321963743,0.0,0.0,0,0.0
373,3730496,1404321971027,0.0,0.0,0,0.0
374,3741261,1404321981792,0.0,0.0,0,0.0
375,3750927,1404321991458,0.0,0.0,0,0.0
376,3760710,1404322001241,0.0,0.0,0,0.0
377,3770494,1404322011025,0.0,0.0,0,0.0
378,3781060,1404322021591,0.0,0.0,0,0.0
379,3791971,1404322032502,0.0,0.0,0,0.0
380,3800542,1404322041073,0.0,0.0,0,0.0
381,3811566,1404322052097,0.0,0.0,0,0.0
382,3821794,1404322062325,0.0,0.0,0,0.0
383,3832285,1404322072816,0.0,0.0,0,0.0
384,3840678,1404322081209,0.0,0.0,0,0.0
385,3851695,1404322092226,0.0,0.0,0,0.0
386,3862067,1404322102598,0.0,0.0,0,0.0
387,3872049,1404322112580,0.0,0.0,0,0.0
388,3880635,1404322121166,0.0,0.0,0,0.0
389,3892043,1404322132574,0.0,0.0,0,0.0
390,3901289,1404322141820,0.0,0.0,0,0.0
391,3911370,1404322151901,0.0,0.0,0,0.0
392,3920638,1404322161169,0.0,0.0,0,0.0
393,3931822,1404322172353,0.0,0.0,0,0.0
394,3941313,1404322181844,0.0,0.0,0,0.0
395,3950780,1404322191311,0.0,0.0,0,0.0
396,3962328,1404322202859,0.0,0.0,0,0.0
397,3972201,1404322212732,0.0,0.0,0,0.0
398,3982561,1404322223092,0.0,0.0,0,0.0
399,3991854,1404322232385,0.0,0.0,0,0.0
400,4001050,1404322241581,0.0,0.0,0,0.0
401,4012126,1404322252657,0.0,0.0,0,0.0
402,4020807,1404322261338,0.0,0.0,0,0.0
403,4032137,1404322272668,0.0,0.0,0,0.0
404,4041100,1404322281631,0.0,0.0,0,0.0
405,4052560,1404322293091,0.0,0.0,0,0.0
406,4062632,1404322303163,0.0,0.0,0,0.0
407,4071392,1404322311923,0.0,0.0,0,0.0
408,4081535,1404322322066,0.0,0.0,0,0.0
409,4091392,1404322331923,0.0,0.0,0,0.0
410,4101549,1404322342080,0.0,0.0,0,0.0
411,4110861,1404322351392,0.0,0.0,0,0.0
412,4123310,1404322363841,0.0,0.0,0,0.0
413,4130625,1404322371156,0.0,0.0,0,0.0
414,4142499,1404322383030,0.0,0.0,0,0.0
415,4151108,1404322391639,0.0,0.0,0,0.0
416,4161342,1404322401873,0.0,0.0,0,0.0
417,4170530,1404322411061,0.0,0.0,0,0.0
418,4181842,1404322422373,0.0,0.0,0,0.0
419,4191583,1404322432114,0.0,0.0,0,0.0
420,4200863,1404322441394,0.0,0.0,0,0.0
421,4210784,1404322451315,0.0,0.0,0,0.0
422,4222462,1404322462993,0.0,0.0,0,0.0
423,4231251,1404322471782,0.0,0.0,0,0.0
424,4241453,1404322481984,0.0,0.0,0,0.0
425,4252200,1404322492731,0.0,0.0,0,0.0
426,4261032,1404322501563,0.0,0.0,0,0.0
427,4272267,1404322512798,0.0,0.0,0,0.0
428,4280813,1404322521344,0.0,0.0,0,0.0
429,4292091,1404322532622,0.0,0.0,0,0.0
430,4300973,1404322541504,0.0,0.0,0,0.0
431,4311121,1404322551652,0.0,0.0,0,0.0
432,4321002,1404322561533,0.0,0.0,0,0.0
433,4331758,1404322572289,0.0,0.0,0,0.0
434,4342630,1404322583161,0.0,0.0,0,0.0
435,4352009,1404322592540,0.0,0.0,0,0.0
436,4361340,1404322601871,0.0,0.0,0,0.0
437,4370841,1404322611372,0.0,0.0,0,0.0
438,4380957,1404322621488,0.0,0.0,0,0.0
439,4391493,1404322632024,0.0,0.0,0,0.0
440,4400424,1404322640955,0.0,0.0,0,0.0
441,4412356,1404322652887,0.0,0.0,0,0.0
442,4422758,1404322663289,0.0,0.0,0,0.0
443,4430679,1404322671210,0.0,0.0,0,0.0
444,4442285,1404322682816,0.0,0.0,0,0.0
445,4451036,1404322691567,0.0,0.0,0,0.0
446,4460425,1404322700956,0.0,0.0,0,0.0
447,4473037,1404322713568,0.0,0.0,0,0.0
448,4481093,1404322721624,0.0,0.0,0,0.0
449,4491545,1404322732076,0.0,0.0,0,0.0
450,4502482,1404322743013,0.0,0.0,0,0.0
451,4512361,1404322752892,0.0,0.0,0,0.0
452,4522854,1404322763385,0.0,0.0,0,0.0
453,4530731,1404322771262,0.0,0.0,0,0.0
454,4541570,1404322782101,0.0,0.0,0,0.0
455,4552191,1404322792722,0.0,0.0,0,0.0
456,4561600,1404322802131,0.0,0.0,0,0.0
457,4572524,1404322813055,0.0,0.0,0,0.0
458,4582695,1404322823226,0.0,0.0,0,0.0
459,4592926,1404322833457,0.0,0.0,0,0.0
460,4600579,1404322841110,0.0,0.0,0,0.0
461,4610807,1404322851338,0.0,0.0,0,0.0
462,4621408,1404322861939,0.0,0.0,0,0.0
463,4630962,1404322871493,0.0,0.0,0,0.0
464,4641492,1404322882023,0.0,0.0,0,0.0
465,4651804,1404322892335,0.0,0.0,0,0.0
466,4662130,1404322902661,0.0,0.0,0,0.0
467,4670853,1404322911384,0.0,0.0,0,0.0
468,4680695,1404322921226,0.0,0.0,0,0.0
469,4690935,1404322931466,0.0,0.0,0,0.0
470,4700860,1404322941391,0.0,0.0,0,0.0
471,4712205,1404322952736,0.0,0.0,0,0.0
472,4723100,1404322963631,0.0,0.0,0,0.0
473,4731343,1404322971874,0.0,0.0,0,0.0
474,4742440,1404322982971,0.0,0.0,0,0.0
475,4752478,1404322993009,0.0,0.0,0,0.0
476,4762316,1404323002847,0.0,0.0,0,0.0
477,4770434,1404323010965,0.0,0.0,0,0.0
478,4782003,1404323022534,0.0,0.0,0,0.0
479,4791008,1404323031539,0.0,0.0,0,0.0
480,4801500,1404323042031,0.0,0.0,0,0.0
481,4813564,1404323054095,0.0,0.0,0,0.0
482,4822529,1404323063060,0.0,0.0,0,0.0
483,4832485,1404323073016,0.0,0.0,0,0.0
484,4841559,1404323082090,0.0,0.0,0,0.0
485,4851906,1404323092437,0.0,0.0,0,0.0
486,4861127,1404323101658,0.0,0.0,0,0.0
487,4872258,1404323112789,0.0,0.0,0,0.0
488,4882243,1404323122774,0.0,0.0,0,0.0
489,4891933,1404323132464,0.0,0.0,0,0.0
490,4900888,1404323141419,0.0,0.0,0,0.0
491,4912299,1404323152830,0.0,0.0,0,0.0
492,4922954,1404323163485,0.0,0.0,0,0.0
493,4930472,1404323171003,0.0,0.0,0,0.0
494,4942475,1404323183006,0.0,0.0,0,0.0
495,4952485,1404323193016,0.0,0.0,0,0.0
496,4960623,1404323201154,0.0,0.0,0,0.0
497,4972967,1404323213498,0.0,0.0,0,0.0
498,4981519,1404323222050,0.0,0.0,0,0.0
499,4991626,1404323232157,0.0,0.0,0,0.0
500,5002318,1404323242849,0.0,0.0,0,0.0
501,5011331,1404323251862,0.0,0.0,0,0.0
502,5022310,1404323262841,0.0,0.0,0,0.0
503,5032359,1404323272890,0.0,0.0,0,0.0
504,5041615,1404323282146,0.0,0.0,0,0.0
505,5051242,1404323291773,0.0,0.0,0,0.0
506,5062007,1404323302538,0.0,0.0,0,0.0
507,5071615,1404323312146,0.0,0.0,0,0.0
508,5082451,1404323322982,0.0,0.0,0,0.0
509,5091111,1404323331642,0.0,0.0,0,0.0
510,5100553,1404323341084,0.0,0.0,0,0.0
511,5111087,1404323351618,0.0,0.0,0,0.0
512,5121977,1404323362508,0.0,0.0,0,0.0
513,5130916,1404323371447,0.0,0.0,0,0.0
514,5141436,1404323381967,0.0,0.0,0,0.0
515,5152176,1404323392707,0.0,0.0,0,0.0
516,5160787,1404323401318,0.0,0.0,0,0.0
517,5170590,1404323411121,0.0,0.0,0,0.0
518,5181396,1404323421927,0.0,0.0,0,0.0
519,5191242,1404323431773,0.0,0.0,0,0.0
520,5201226,1404323441757,0.0,0.0,0,0.0
521,5211070,1404323451601,0.0,0.0,0,0.0
522,5220675,1404323461206,0.0,0.0,0,0.0
523,5230678,1404323471209,0.0,0.0,0,0.0
524,5243011,1404323483542,0.0,0.0,0,0.0
525,5251290,1404323491821,0.0,0.0,0,0.0
526,5260614,1404323501145,0.0,0.0,0,0.0
527,5271028,1404323511559,0.0,0.0,0,0.0
528,5281023,1404323521554,0.0,0.0,0,0.0
529,5291226,1404323531757,0.0,0.0,0,0.0
530,5301633,1404323542164,0.0,0.0,0,0.0
531,5311075,1404323551606,0.0,0.0,0,0.0
532,5320551,1404323561082,0.0,0.0,0,0.0
533,5331721,1404323572252,0.0,0.0,0,0.0
534,5342186,1404323582717,0.0,0.0,0,0.0
535,5351021,1404323591552,0.0,0.0,0,0.0
536,5361899,1404323602430,0.0,0.0,0,0.0
537,5371320,1404323611851,0.0,0.0,0,0.0
538,5381269,1404323621800,0.0,0.0,0,0.0
